Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
550,Tommy Pham,36,CHW,297,1200,4.04,752,62.7%,34.4%,14.9%,23.0%,27.7%,65.6%,0.0%,41.1%,77.3%,16.5%,6.4%,19,0,13.8%,41,15,7.4%,22,12,17,46,27.0%,0,0,0,phamth01
551,Tommy Pham,36,STL,78,332,4.26,198,59.6%,34.8%,13.6%,24.7%,26.8%,65.2%,0.0%,38.9%,79.1%,26.9%,3.8%,3,0,11.5%,9,4,7.7%,6,5,7,9,43.8%,0,0,0,phamth01
552,Tommy Pham,36,KCR,104,391,3.76,244,62.4%,35.7%,14.8%,19.3%,30.3%,64.3%,0.0%,40.2%,77.1%,20.2%,2.9%,3,0,10.6%,11,4,10.6%,11,7,6,21,22.2%,0,0,0,phamth01
553,Kevin Pillar,35,TOT,316,1206,3.82,820,68.0%,22.9%,18.9%,31.5%,26.7%,77.1%,0.0%,52.4%,75.5%,30.1%,3.2%,10,1,10.8%,34,16,6.0%,19,13,19,50,27.5%,0,0,0,pillake01
554,Kevin Pillar,35,CHW,32,137,4.28,88,64.2%,20.5%,25.0%,33.0%,21.6%,79.5%,0.0%,51.1%,68.6%,40.6%,0.0%,0,0,9.4%,3,2,9.4%,3,2,3,5,37.5%,0,0,0,pillake01
555,Kevin Pillar,35,LAA,284,1069,3.76,732,68.5%,23.2%,18.2%,31.3%,27.3%,76.8%,0.0%,52.6%,76.3%,28.9%,3.5%,10,1,10.9%,31,14,5.6%,16,11,16,45,26.2%,0,0,0,pillake01
556,René Pinto,27,TBR,50,185,3.70,116,62.7%,20.7%,33.6%,23.3%,22.4%,79.3%,0.0%,49.7%,57.6%,34.0%,14.0%,7,0,16.0%,8,1,20.0%,10,8,4,14,22.2%,0,0,0,pintore02
557,Jorge Polanco#,30,SEA,469,1946,4.15,1203,61.6%,27.5%,20.4%,28.7%,23.4%,72.5%,0.0%,44.8%,71.9%,28.4%,6.4%,30,2,14.9%,70,24,9.8%,46,23,35,102,25.5%,0,0,0,polanjo01
558,Jurickson Profar#,31,SDP,670,2737,4.09,1672,60.7%,25.2%,12.7%,33.7%,28.3%,74.7%,0.0%,45.6%,83.0%,32.1%,5.4%,36,1,16.7%,112,36,11.0%,74,43,32,69,31.7%,0,0,0,profaju01
559,Ceddanne Rafaela,23,BOS,571,2070,3.63,1506,72.6%,14.9%,28.1%,30.6%,26.4%,85.1%,0.0%,61.9%,67.0%,50.3%,1.8%,10,5,7.5%,43,22,2.8%,16,12,18,133,11.9%,0,0,0,rafaece01
560,Cal Raleigh#,27,SEA,628,2514,4.00,1611,63.7%,18.4%,25.3%,33.0%,23.3%,81.6%,0.0%,52.3%,69.0%,42.8%,5.4%,34,7,13.2%,83,34,10.2%,64,28,29,147,16.5%,0,0,0,raleica01
561,Luke Raley*,29,SEA,456,1715,3.76,1103,64.3%,19.3%,27.7%,28.2%,24.8%,80.7%,0.0%,51.9%,65.6%,40.1%,3.3%,15,0,9.9%,45,18,7.9%,36,23,21,114,15.6%,0,0,0,raleylu01
562,Harold Ramírez,29,TOT,246,878,3.57,624,71.1%,21.0%,24.8%,23.9%,30.3%,79.0%,0.0%,56.2%,68.6%,36.6%,3.3%,8,0,8.9%,22,9,5.7%,14,12,4,46,8.0%,0,0,0,ramirha02
563,Harold Ramírez,29,TBR,169,602,3.56,438,72.8%,20.1%,25.6%,24.2%,30.1%,79.9%,0.0%,58.1%,68.0%,40.8%,2.4%,4,0,8.3%,14,5,4.7%,8,6,3,30,9.1%,0,0,0,ramirha02
564,Harold Ramírez,29,WSN,77,276,3.58,186,67.4%,23.1%,23.1%,23.1%,30.6%,76.9%,0.0%,51.8%,69.9%,27.3%,5.2%,4,0,10.4%,8,4,7.8%,6,6,1,16,5.9%,0,0,0,ramirha02
565,José Ramírez#,31,CLE,682,2735,4.01,1763,63.3%,23.3%,11.6%,34.1%,30.9%,76.7%,0.0%,49.4%,84.8%,16.7%,5.6%,38,3,16.6%,113,54,7.0%,48,36,5,77,6.1%,0,0,0,ramirjo01
566,Bryan Ramos,22,CHW,108,418,3.87,268,63.8%,31.7%,19.8%,19.0%,29.5%,68.3%,0.0%,43.8%,71.0%,25.0%,1.9%,2,0,15.7%,17,6,4.6%,5,3,5,17,22.7%,0,0,0,ramosbr01
567,Heliot Ramos,24,SFG,518,2011,3.88,1299,64.3%,22.1%,22.3%,29.1%,26.5%,77.9%,0.0%,50.3%,71.3%,35.1%,3.3%,17,2,13.3%,69,33,7.5%,39,29,24,111,17.8%,0,0,0,ramoshe02
568,J.T. Realmuto,33,PHI,414,1583,3.82,1042,65.5%,23.3%,20.1%,29.8%,26.8%,76.7%,0.0%,50.5%,73.8%,33.8%,5.1%,21,3,14.7%,61,29,8.5%,35,16,23,79,22.5%,0,0,0,realmjt01
569,Jakson Reetz,28,SFG,15,49,3.27,34,69.4%,17.6%,35.3%,20.6%,26.5%,82.4%,0.0%,57.1%,57.1%,53.3%,6.7%,1,0,6.7%,1,0,0.0%,0,0,0,5,0.0%,0,0,0,reetzja01
570,Rob Refsnyder,33,BOS,308,1202,3.90,769,63.6%,27.8%,20.3%,26.4%,25.5%,72.2%,0.0%,46.2%,71.9%,28.6%,4.2%,13,2,9.7%,30,12,7.1%,22,14,18,60,23.1%,0,0,0,refsnro01
571,Zach Remillard,30,CHW,39,151,3.87,94,61.8%,38.3%,11.7%,23.4%,25.5%,60.6%,0.0%,37.7%,79.3%,15.4%,5.1%,2,0,7.7%,3,1,2.6%,1,0,2,7,20.0%,0,0,0,remilza01
572,Anthony Rendon,34,LAA,239,977,4.09,614,62.8%,36.2%,8.0%,27.4%,28.5%,63.8%,0.0%,40.1%,87.5%,18.4%,4.6%,11,0,8.4%,20,8,10.5%,25,15,20,15,57.1%,0,0,0,rendoan01
573,Hunter Renfroe,32,KCR,424,1652,3.90,1055,63.8%,30.4%,16.3%,24.6%,28.6%,69.6%,0.0%,44.4%,76.6%,27.8%,4.0%,17,0,11.6%,49,17,10.1%,43,22,22,62,26.2%,0,0,0,renfrhu01
574,Luis Rengifo#,27,LAA,307,1080,3.52,717,66.3%,15.3%,18.8%,32.2%,33.5%,84.5%,0.0%,56.1%,77.6%,45.9%,4.2%,13,1,11.7%,36,20,6.2%,19,13,8,36,18.2%,0,0,0,rengilu01
575,Pablo Reyes,30,TOT,64,252,3.94,168,66.4%,36.3%,12.5%,26.2%,24.4%,63.1%,0.0%,42.1%,79.4%,17.2%,0.0%,0,0,6.3%,4,3,6.3%,4,2,8,11,42.1%,0,0,0,reyespa01
576,Pablo Reyes,30,BOS,64,252,3.94,168,66.4%,36.3%,12.5%,26.2%,24.4%,63.1%,0.0%,42.1%,79.4%,17.2%,0.0%,0,0,6.3%,4,3,6.3%,4,2,8,11,42.1%,0,0,0,reyespa01
577,Bryan Reynolds#,29,PIT,692,2604,3.76,1648,63.0%,20.3%,23.4%,27.8%,28.5%,79.7%,0.0%,50.4%,70.6%,39.3%,3.8%,26,6,13.9%,96,53,7.2%,50,28,29,127,18.6%,0,0,0,reynobr01
578,Ben Rice*,25,NYY,178,724,4.07,439,60.6%,24.1%,19.6%,31.4%,24.8%,75.9%,0.0%,46.0%,74.2%,32.0%,4.5%,8,0,10.1%,18,8,10.1%,18,13,12,36,25.0%,0,0,0,ricebe01
579,Austin Riley,27,ATL,470,1822,3.88,1166,63.9%,21.7%,21.5%,30.3%,26.5%,78.3%,0.0%,50.1%,72.5%,33.2%,2.3%,11,3,10.9%,51,30,5.7%,27,19,31,87,26.3%,0,0,0,rileyau01
580,Edwin Ríos*,30,CIN,10,40,4.00,26,65.0%,26.9%,34.6%,19.2%,19.2%,73.1%,0.0%,47.5%,52.6%,10.0%,0.0%,0,0,10.0%,1,1,10.0%,1,0,0,4,0.0%,0,0,0,riosed01
581,Leo Rivas#,26,SEA,86,371,4.31,219,59.0%,37.4%,16.0%,23.3%,23.3%,62.6%,0.0%,36.9%,74.5%,14.0%,5.8%,5,0,16.3%,14,7,15.1%,13,7,8,16,33.3%,0,0,0,rivasle01
582,Emmanuel Rivera,28,TOT,302,1151,3.81,735,63.9%,23.9%,21.5%,27.1%,27.5%,76.1%,0.0%,48.6%,71.7%,32.5%,3.0%,9,0,11.9%,36,18,6.0%,18,12,22,47,31.9%,0,0,0,riverem01
583,Emmanuel Rivera,28,MIA,229,883,3.86,564,63.9%,24.1%,21.3%,27.3%,27.3%,75.9%,0.0%,48.5%,72.0%,31.0%,2.6%,6,0,11.4%,26,15,5.2%,12,7,18,33,35.3%,0,0,0,riverem01
584,Emmanuel Rivera,28,BAL,73,268,3.67,171,63.8%,23.4%,22.2%,26.3%,28.1%,76.6%,0.0%,48.9%,71.0%,37.0%,4.1%,3,0,13.7%,10,3,8.2%,6,5,4,14,22.2%,0,0,0,riverem01
585,Anthony Rizzo*,34,NYY,377,1432,3.80,939,65.5%,25.1%,14.5%,31.2%,29.2%,74.9%,0.0%,49.1%,80.7%,30.8%,4.0%,15,2,11.7%,44,14,5.6%,21,9,12,53,18.5%,0,0,0,rizzoan01
586,Luis Robert Jr.,26,CHW,425,1609,3.79,1075,66.5%,20.6%,28.7%,27.2%,23.6%,79.4%,0.0%,53.1%,63.9%,42.8%,2.8%,12,1,8.9%,38,19,7.1%,30,18,29,112,20.6%,0,0,0,roberlu01
587,Chuckie Robinson,29,CHW,77,298,3.87,202,67.8%,18.8%,24.3%,32.2%,24.8%,81.2%,0.0%,55.0%,70.1%,46.8%,3.9%,3,0,13.0%,10,5,7.8%,6,3,6,14,30.0%,0,0,0,robinch04
588,Víctor Robles,27,TOT,296,1018,3.44,673,66.0%,17.2%,20.5%,30.9%,31.2%,82.6%,0.0%,54.6%,75.0%,53.7%,1.0%,3,0,10.1%,30,21,4.7%,14,6,13,40,24.5%,0,0,0,roblevi01
589,Víctor Robles,27,WSN,33,143,4.33,88,61.5%,20.5%,23.9%,35.2%,20.5%,79.5%,0.0%,49.0%,70.0%,45.5%,0.0%,0,0,15.2%,5,2,9.1%,3,2,2,7,22.2%,0,0,0,roblevi01
590,Víctor Robles,27,SEA,263,875,3.33,585,66.8%,16.8%,20.0%,30.3%,32.8%,83.1%,0.0%,55.5%,75.8%,54.8%,1.1%,3,0,9.5%,25,19,4.2%,11,4,11,33,25.0%,0,0,0,roblevi01
591,Brayan Rocchio#,23,CLE,443,1669,3.77,1064,63.6%,24.8%,18.2%,28.8%,28.2%,75.2%,0.0%,47.9%,75.8%,34.8%,4.7%,21,1,12.6%,56,24,8.8%,39,20,16,74,17.8%,0,0,0,rocchbr01
592,Brendan Rodgers,27,COL,541,2079,3.84,1357,65.1%,24.5%,19.5%,28.6%,27.4%,75.5%,0.0%,49.3%,74.1%,42.3%,2.8%,15,0,10.0%,54,23,6.5%,35,18,42,90,31.8%,0,0,0,rodgebr02
593,Johnathan Rodríguez,24,CLE,41,175,4.27,102,58.3%,22.5%,31.4%,29.4%,16.7%,77.5%,0.0%,45.1%,59.5%,41.5%,7.3%,3,0,14.6%,6,1,9.8%,4,2,4,10,28.6%,0,0,0,rodrijo10
594,Julio Rodríguez,23,SEA,615,2385,3.88,1568,65.6%,17.3%,25.5%,30.7%,26.3%,82.6%,0.0%,54.3%,69.1%,38.7%,2.8%,17,1,9.6%,59,27,6.0%,37,22,27,129,17.3%,0,0,0,rodriju01
595,Jake Rogers,29,DET,337,1258,3.73,816,64.6%,26.6%,24.0%,23.3%,26.1%,73.4%,0.0%,47.6%,67.3%,37.1%,3.9%,13,2,11.0%,37,18,8.9%,30,19,23,76,23.2%,0,0,0,rogerja03
596,Johan Rojas,23,PHI,363,1329,3.66,916,68.9%,29.3%,16.0%,24.5%,30.2%,70.7%,0.0%,48.8%,77.3%,32.2%,1.9%,7,0,8.3%,30,14,5.0%,18,9,25,44,36.2%,0,0,0,rojasjo03
597,Josh Rojas*,30,SEA,476,1901,3.99,1199,62.9%,27.8%,17.6%,28.0%,26.6%,72.2%,0.0%,45.6%,75.6%,33.4%,5.0%,24,1,13.0%,62,26,9.0%,43,26,26,82,24.1%,0,0,0,rojasjo01
598,Miguel Rojas,35,LAD,338,1211,3.58,778,64.1%,27.5%,10.0%,26.7%,35.6%,72.4%,0.0%,46.5%,86.0%,24.9%,2.7%,9,0,13.3%,45,23,6.2%,21,9,16,18,47.1%,0,0,0,rojasmi02
599,Chris Roller,27,MIL,1,6,6.00,5,83.3%,0.0%,40.0%,60.0%,0.0%,100.0%,0.0%,83.3%,60.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0,rollech01
600,Drew Romo#,22,COL,54,189,3.50,135,71.4%,22.2%,23.0%,30.4%,24.4%,77.8%,0.0%,55.6%,70.5%,42.6%,0.0%,0,0,11.1%,6,6,3.7%,2,2,4,14,22.2%,0,0,0,romodr01
601,Brent Rooker,29,OAK,615,2378,3.87,1503,62.9%,20.6%,27.1%,27.5%,24.8%,79.4%,0.0%,50.2%,65.9%,44.6%,3.9%,24,2,13.0%,80,35,8.1%,50,20,34,143,19.2%,0,0,0,rookebr01
602,Ben Rortvedt*,26,TBR,329,1357,4.12,854,62.9%,31.5%,18.3%,26.5%,23.7%,68.4%,0.0%,43.0%,73.2%,21.3%,5.5%,18,1,13.7%,45,16,8.2%,27,10,23,64,26.4%,0,0,0,rortvbe01
603,Amed Rosario,28,TOT,347,1211,3.49,845,69.7%,20.7%,19.4%,29.0%,30.8%,79.2%,0.0%,55.2%,75.4%,35.2%,3.2%,11,0,9.8%,34,16,4.9%,17,15,13,60,17.8%,0,0,0,rosaram01
604,Amed Rosario,28,TOT,71,246,3.46,174,70.4%,17.8%,25.9%,31.0%,24.7%,81.6%,0.0%,57.7%,67.8%,40.8%,4.2%,3,0,12.7%,9,5,8.5%,6,4,4,21,16.0%,0,0,0,rosaram01
605,Amed Rosario,28,TBR,276,965,3.50,671,69.5%,21.5%,17.7%,28.5%,32.3%,78.5%,0.0%,54.6%,77.4%,33.7%,2.9%,8,0,9.1%,25,11,4.0%,11,11,9,39,18.8%,0,0,0,rosaram01
606,Amed Rosario,28,LAD,12,33,2.75,21,63.6%,14.3%,33.3%,9.5%,42.9%,85.7%,0.0%,54.5%,61.1%,58.3%,8.3%,1,0,25.0%,3,2,8.3%,1,0,1,1,50.0%,0,0,0,rosaram01
607,Amed Rosario,28,CIN,59,213,3.61,153,71.5%,18.3%,24.8%,34.0%,22.2%,81.0%,0.0%,58.2%,68.8%,37.3%,3.4%,2,0,10.2%,6,3,8.5%,5,4,3,20,13.0%,0,0,0,rosaram01
608,Eddie Rosario*,32,TOT,322,1187,3.69,803,67.5%,21.7%,21.5%,28.5%,28.1%,78.2%,0.0%,52.9%,72.3%,33.2%,3.1%,10,0,12.7%,41,17,4.7%,15,5,10,67,13.0%,0,0,0,rosared01
609,Eddie Rosario*,32,WSN,238,892,3.75,597,66.9%,22.1%,21.8%,28.0%,28.1%,77.9%,0.0%,52.1%,72.0%,34.9%,3.8%,9,0,13.4%,32,10,5.0%,12,4,7,47,13.0%,0,0,0,rosared01
610,Eddie Rosario*,32,ATL,84,295,3.51,206,69.4%,20.4%,20.9%,30.1%,28.2%,79.1%,0.0%,55.3%,73.2%,28.6%,1.2%,1,0,10.7%,9,7,3.6%,3,1,3,20,13.0%,0,0,0,rosared01
611,Eguy Rosario,24,SDP,57,226,3.96,149,65.9%,29.5%,29.5%,18.1%,22.8%,70.5%,0.0%,46.5%,58.1%,26.3%,5.3%,3,0,19.3%,11,5,7.0%,4,2,2,18,10.0%,0,0,0,rosareg01
612,Esteury Ruiz,25,OAK,65,246,3.78,165,67.1%,25.5%,22.4%,28.5%,23.6%,74.5%,0.0%,50.0%,69.9%,29.2%,4.6%,3,0,12.3%,8,3,4.6%,3,2,3,17,15.0%,0,0,0,ruizes01
613,Keibert Ruiz#,25,WSN,486,1659,3.41,1151,69.3%,24.6%,9.1%,30.6%,35.6%,75.3%,0.0%,52.3%,87.8%,37.9%,3.1%,15,0,13.0%,63,26,6.8%,33,17,9,45,16.7%,0,0,0,ruizke01
614,Adley Rutschman#,26,BAL,639,2593,4.06,1686,64.7%,31.6%,11.7%,28.5%,28.2%,68.4%,0.0%,44.5%,82.9%,10.3%,4.7%,30,0,14.4%,92,37,8.5%,54,30,21,82,20.4%,0,0,0,rutscad01
615,Blake Sabol*,26,SFG,38,124,3.26,80,62.0%,18.8%,27.5%,25.0%,28.8%,81.3%,0.0%,52.4%,66.2%,44.7%,2.6%,1,0,13.2%,5,3,2.6%,1,0,3,6,33.3%,0,0,0,sabolbl01
616,Thomas Saggese,22,STL,52,189,3.63,137,72.5%,25.5%,16.8%,32.1%,25.5%,74.5%,0.0%,54.0%,77.5%,34.6%,1.9%,1,0,3.8%,2,1,3.8%,2,2,2,12,14.3%,0,0,0,saggeth01
617,César Salazar*,28,HOU,32,111,3.47,73,65.8%,21.9%,17.8%,30.1%,30.1%,78.1%,0.0%,51.4%,77.2%,31.3%,3.1%,1,0,9.4%,3,1,6.3%,2,2,2,4,33.3%,0,0,0,salazce01
618,Ali Sánchez,27,MIA,97,338,3.48,235,69.5%,28.5%,16.2%,26.8%,28.5%,71.5%,0.0%,49.7%,77.4%,46.4%,3.1%,3,0,12.4%,12,4,6.2%,6,4,5,19,20.8%,0,0,0,sanchal04
619,Gary Sánchez,31,MIL,280,1158,4.14,731,63.1%,35.6%,19.6%,21.3%,23.5%,64.4%,0.0%,40.7%,69.6%,14.6%,5.4%,15,1,17.9%,50,8,8.9%,25,13,22,54,28.9%,0,0,0,sanchga02
620,Jesús Sánchez*,26,MIA,538,1991,3.70,1320,65.9%,19.6%,25.1%,28.6%,26.6%,80.3%,0.0%,53.2%,68.7%,45.5%,4.1%,22,4,11.2%,60,25,5.8%,31,13,23,117,16.4%,0,0,0,sanchje02
621,Miguel Sanó,31,LAA,95,402,4.23,245,60.8%,24.1%,29.0%,26.9%,19.6%,75.5%,0.0%,46.0%,61.3%,27.4%,2.1%,2,0,8.4%,8,5,8.4%,8,5,6,29,17.1%,0,0,0,sanomi01
622,Javier Sanoja,21,MIA,37,118,3.19,87,73.7%,21.8%,12.6%,29.9%,35.6%,78.2%,0.0%,57.6%,83.8%,37.8%,2.7%,1,0,10.8%,4,1,2.7%,1,1,0,4,0.0%,0,0,0,sanojja01
623,Carlos Santana#,38,MIN,596,2423,4.07,1461,60.0%,28.2%,16.7%,26.1%,29.0%,71.8%,0.0%,43.3%,76.7%,23.5%,5.4%,32,1,18.6%,111,46,12.9%,77,41,16,83,16.2%,0,0,0,santaca01
624,Anthony Santander#,29,BAL,665,2738,4.12,1789,65.0%,23.9%,15.2%,34.6%,26.3%,76.1%,0.0%,49.7%,80.0%,31.1%,5.0%,33,8,14.7%,98,40,9.3%,62,37,29,100,22.5%,0,0,0,santaan02
625,Nolan Schanuel*,22,LAA,607,2356,3.88,1457,61.8%,32.4%,9.7%,28.6%,29.3%,67.6%,0.0%,41.8%,85.6%,31.1%,5.1%,31,0,14.2%,86,20,11.4%,69,25,49,54,47.6%,0,0,0,schanno01
626,Casey Schmitt,25,SFG,113,374,3.31,261,69.8%,24.9%,18.8%,24.5%,31.8%,75.1%,0.0%,52.4%,75.0%,39.8%,2.7%,3,0,6.2%,7,3,6.2%,7,4,5,20,20.0%,0,0,0,schmica01
627,Daniel Schneemann*,27,CLE,221,901,4.08,565,62.6%,21.8%,24.8%,31.2%,22.3%,78.2%,0.0%,49.1%,68.3%,39.8%,3.2%,7,0,15.4%,34,14,9.0%,20,8,18,52,25.7%,0,0,0,schneda04
628,Davis Schneider,25,TOR,456,1974,4.33,1216,61.6%,31.0%,21.1%,26.6%,21.2%,69.0%,0.0%,42.5%,69.4%,27.0%,4.6%,21,0,14.5%,66,27,10.1%,46,28,31,113,21.5%,0,0,0,schneda03
629,Max Schuemann,27,OAK,461,1835,3.98,1143,62.3%,31.8%,19.4%,23.8%,25.0%,68.2%,0.0%,42.5%,71.5%,26.5%,4.1%,19,0,13.2%,61,21,10.8%,50,23,38,81,31.9%,0,0,0,schuema01
630,Aaron Schunk,26,COL,98,371,3.79,262,69.9%,17.2%,22.9%,35.9%,24.0%,82.8%,0.0%,58.5%,72.4%,50.0%,3.1%,3,0,9.2%,9,5,4.1%,4,4,9,22,29.0%,0,0,0,schunaa01
631,Kyle Schwarber*,31,PHI,693,2852,4.12,1663,58.0%,31.5%,21.9%,23.5%,23.1%,68.5%,0.0%,39.9%,68.0%,27.0%,7.4%,51,3,17.3%,120,30,11.5%,80,41,38,159,19.3%,0,0,0,schwaky01
632,Victor Scott II*,23,STL,156,568,3.64,372,65.5%,22.8%,20.2%,28.8%,28.2%,77.2%,0.0%,50.5%,73.9%,44.9%,1.3%,2,0,7.1%,11,7,6.4%,10,6,14,28,33.3%,0,0,0,scottvi01
633,Corey Seager*,30,TEX,533,1872,3.51,1166,60.9%,14.8%,19.9%,32.6%,32.7%,85.2%,0.0%,53.0%,76.6%,50.1%,5.4%,29,9,12.2%,65,29,8.3%,44,24,20,76,20.8%,0,0,0,seageco01
634,Marcus Semien,33,TEX,718,2626,3.66,1667,63.3%,21.2%,15.9%,30.1%,32.8%,78.8%,0.0%,50.0%,79.8%,35.5%,3.3%,24,4,13.2%,95,54,7.4%,53,29,17,88,16.2%,0,0,0,semiema01
635,Nick Senzel,29,TOT,267,1005,3.76,655,65.0%,27.8%,17.3%,27.9%,27.0%,72.2%,0.0%,47.1%,76.1%,31.8%,4.5%,12,0,12.0%,32,12,7.9%,21,9,16,45,26.2%,0,0,0,senzeni01
636,Nick Senzel,29,WSN,235,893,3.80,574,64.1%,28.6%,17.1%,27.5%,26.8%,71.4%,0.0%,45.9%,76.1%,32.8%,4.7%,11,0,13.2%,31,12,8.1%,19,7,15,38,28.3%,0,0,0,senzeni01
637,Nick Senzel,29,CHW,32,112,3.50,81,72.3%,22.2%,18.5%,30.9%,28.4%,77.8%,0.0%,56.3%,76.2%,25.0%,3.1%,1,0,3.1%,1,0,6.3%,2,2,1,7,12.5%,0,0,0,senzeni01
638,Brian Serven,29,TOR,71,258,3.63,174,67.4%,29.3%,16.7%,29.9%,24.1%,70.7%,0.0%,47.7%,76.4%,21.1%,4.2%,3,0,12.7%,9,3,2.8%,2,1,5,17,22.7%,0,0,0,servebr01
639,Gavin Sheets*,28,CHW,502,2087,4.16,1348,64.4%,28.5%,16.5%,29.2%,25.8%,71.5%,0.0%,46.2%,77.0%,23.7%,4.0%,20,3,14.5%,73,33,8.6%,43,20,31,75,29.2%,0,0,0,sheetga01
640,Austin Shenton*,26,TBR,50,212,4.24,127,59.6%,33.9%,23.6%,20.5%,22.0%,66.1%,0.0%,39.6%,64.3%,20.0%,6.0%,3,0,16.0%,8,5,12.0%,6,3,3,11,21.4%,0,0,0,shentau01
641,Braden Shewmake*,26,CHW,67,214,3.19,152,71.0%,22.4%,20.4%,20.4%,36.8%,77.6%,0.0%,55.1%,73.7%,31.3%,3.0%,2,0,10.4%,7,4,6.0%,4,3,2,8,20.0%,0,0,0,shewmbr01
642,Zack Short,29,TOT,88,391,4.44,227,58.1%,30.4%,18.5%,29.5%,21.6%,69.6%,0.0%,40.4%,73.4%,25.0%,2.3%,2,0,10.2%,9,3,11.4%,10,6,9,15,37.5%,0,0,0,shortza01
643,Zack Short,29,TOT,81,355,4.38,203,57.2%,30.5%,18.7%,28.1%,22.7%,69.5%,0.0%,39.7%,73.0%,22.2%,2.5%,2,0,11.1%,9,3,12.3%,10,6,8,12,40.0%,0,0,0,shortza01
644,Zack Short,29,NYM,12,55,4.58,31,56.4%,29.0%,32.3%,19.4%,19.4%,71.0%,0.0%,40.0%,54.5%,25.0%,0.0%,0,0,0.0%,0,0,8.3%,1,0,1,3,25.0%,0,0,0,shortza01
645,Zack Short,29,BOS,7,36,5.14,24,66.7%,29.2%,16.7%,41.7%,12.5%,70.8%,0.0%,47.2%,76.5%,57.1%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,25.0%,0,0,0,shortza01
646,Zack Short,29,ATL,69,300,4.35,172,57.3%,30.8%,16.3%,29.7%,23.3%,69.2%,0.0%,39.7%,76.5%,21.7%,2.9%,2,0,13.0%,9,3,13.0%,9,6,7,9,43.8%,0,0,0,shortza01
647,Michael Siani*,24,STL,334,1289,3.86,877,68.0%,28.2%,21.2%,25.8%,24.9%,71.8%,0.0%,48.9%,70.5%,32.0%,3.3%,11,0,11.4%,38,13,6.6%,22,13,21,71,22.8%,0,0,0,sianimi01
648,Jon Singleton*,32,HOU,406,1626,4.00,981,60.3%,32.4%,20.3%,21.9%,25.2%,67.4%,0.0%,40.7%,69.7%,24.6%,5.2%,21,0,15.8%,64,21,8.4%,34,14,41,69,37.3%,0,0,0,singljo02
649,Jose Siri,28,TBR,449,1788,3.98,1208,67.5%,24.5%,31.5%,24.1%,19.9%,75.5%,0.0%,51.0%,58.2%,40.3%,3.6%,16,0,10.2%,46,16,6.0%,27,14,34,136,20.0%,0,0,0,sirijo01
650,Austin Slater,31,TOT,212,882,4.16,536,60.8%,29.3%,21.1%,27.1%,22.6%,70.7%,0.0%,43.0%,70.2%,34.9%,3.3%,7,1,9.9%,21,5,11.8%,25,12,22,38,36.7%,0,0,0,slateau01
651,Austin Slater,31,TOT,133,565,4.25,345,61.1%,28.1%,20.6%,29.6%,21.7%,71.9%,0.0%,43.9%,71.4%,35.3%,3.8%,5,1,10.5%,14,2,12.0%,16,8,11,26,29.7%,0,0,0,slateau01
652,Austin Slater,31,SFG,112,474,4.23,288,60.8%,28.8%,19.8%,29.9%,21.5%,71.2%,0.0%,43.2%,72.2%,34.8%,0.9%,1,0,8.0%,9,2,11.6%,13,5,10,21,32.3%,0,0,0,slateau01
653,Austin Slater,31,CIN,21,91,4.33,57,62.6%,24.6%,24.6%,28.1%,22.8%,75.4%,0.0%,47.3%,67.4%,38.1%,19.0%,4,1,23.8%,5,0,14.3%,3,3,1,5,16.7%,0,0,0,slateau01
654,Austin Slater,31,BAL,79,317,4.01,191,60.3%,31.4%,22.0%,22.5%,24.1%,68.6%,0.0%,41.3%,67.9%,34.2%,2.5%,2,0,8.9%,7,3,11.4%,9,4,11,12,47.8%,0,0,0,slateau01
655,Dominic Smith*,29,TOT,307,1211,3.94,760,62.7%,27.8%,18.3%,27.8%,26.2%,72.2%,0.0%,45.3%,74.7%,25.4%,2.3%,7,1,11.1%,34,20,12.4%,38,21,25,51,32.9%,0,0,0,smithdo02
656,Dominic Smith*,29,BOS,278,1086,3.91,684,62.9%,27.8%,17.8%,27.5%,26.9%,72.2%,0.0%,45.5%,75.3%,26.3%,2.5%,7,1,9.7%,27,15,12.2%,34,19,20,45,30.8%,0,0,0,smithdo02
657,Dominic Smith*,29,CIN,29,125,4.31,76,60.8%,27.6%,22.4%,30.3%,19.7%,72.4%,0.0%,44.0%,69.1%,17.2%,0.0%,0,0,24.1%,7,5,13.8%,4,2,5,6,45.5%,0,0,0,smithdo02
658,Josh Smith*,26,TEX,593,2331,3.93,1500,64.2%,26.9%,16.0%,29.9%,27.1%,73.1%,0.0%,47.0%,78.1%,32.9%,3.2%,19,4,10.8%,64,23,8.3%,49,24,33,88,27.3%,0,0,0,smithjo11
659,Pavin Smith*,28,ARI,158,631,3.99,375,59.4%,35.5%,13.9%,21.6%,29.1%,64.5%,0.0%,38.4%,78.5%,19.0%,5.1%,8,0,17.1%,27,9,10.8%,17,5,9,22,29.0%,0,0,0,smithpa04
